subject,list,trial,prime_given,prime_condition,target,state,state_RT,response,response_RT,accuracy,prompt,distance
89,ExpProc1,7,MENDEL,both,Mandela,know,1522,Mandela,2381,1,Last name of South African imprisoned for 27 years before becoming president,6
89,ExpProc1,8,MATCHING,semantic,congruent,know,1028,congruent,2489,1,Identical in form; coinciding exactly when superimposed,9
89,ExpProc1,9,ABSCESS,phonological,abacus,know,734,abacus,1885,1,Instrument for performing calculations by sliding beads along rods or grooves,7
89,ExpProc1,10,ACCLIMATE,phonological,accolade,other,4177,award,3714,0,A ceremonial embrace; an award or expression of praise,9
89,ExpProc1,11,WORK,unrelated,pretentious,dontknow,3218,12345,332,0,Attempting to impress by affecting greater importance or talent than is actually possesssed,11
89,ExpProc1,12,CONSUME,semantic,deplete,other,1676,decimate,1531,0,To empty of a principal substance; to exhaust the abundance of,7
89,ExpProc1,13,CANVAS,phonological,carcass,know,1303,carcass,2779,1,"The complete remains of a dead animal, especially at a butcher's",7
89,ExpProc1,14,OBVIOUS,both,ostentatious,know,1709,obscene,2875,0,Characterized by vulgar or conspicuous display,12
89,ExpProc1,15,JEFFERSON,semantic,Hancock,other,4765,Jefferson,2962,0,Last name of first man to sign the Declaration of Independence,9
89,ExpProc1,16,NICKNAME,semantic,epithet,tipoftongue,5255,12345,2667,0,An adjective or phrase expressing a quality regarded as characteristic of the person or thing,8
89,ExpProc1,17,MELVILLE,both,Miller,know,1341,Melville,3343,0,Last name of the author of The Crucible,7
89,ExpProc1,18,SURRENDER,semantic,default,tipoftongue,1110,12345,144,0,"To fail to act, to pay, or to appear for judgment in court",9
89,ExpProc1,19,HIBISCUS,both,herbaceous,tipoftongue,1553,fruit,3572,0,"Term for type of plant without woody or persistent stem, whose leaves and roots are often used for food, medicine, or scent",10
89,ExpProc1,20,PROTOCOL,semantic,covenant,know,835,covenant,2254,1,A promise between God and humans,8
89,ExpProc1,21,MINIMAL,both,meager,tipoftongue,1447,12345,157,0,"Lacking desirable qualities, as in richness or strength",7
89,ExpProc1,22,GEM,unrelated,polygamy,know,844,polygamy,3231,1,The practice of having more than one spouse at the same time,8
89,ExpProc1,23,HAPHAZARD,semantic,fortuitous,tipoftongue,6642,coincidence,2887,0,Happening by a lucky chance or by accident rather than by design,10
89,ExpProc1,24,BROWNING,semantic,Cummings,dontknow,2926,Browning,2786,0,20th century American poet whose trademark was using only lowercase letters,8
89,ExpProc1,25,INTRODUCE,both,interject,other,2386,interject,1552,1,"To say something abruptly, especially as an aside or interruption",9
89,ExpProc1,26,BOARDWALK,phonological,bewilder,dontknow,2125,12345,996,0,To cause someone to become perplexed and confused,9
89,ExpProc1,27,CARELESS,phonological,Carroll,dontknow,1461,12345,506,0,Last name of author of Alice in Wonderland,7
89,ExpProc1,28,MASH,both,mince,tipoftongue,3488,dice,1881,0,To cut or chop food into very small pieces,5
89,ExpProc1,29,BELITTLE,semantic,denigrate,tipoftongue,2181,12345,258,0,To criticize unfairly; to attack the reputation of,9
89,ExpProc1,30,RUNT,unrelated,paragon,dontknow,3937,12345,522,0,A person or thing characterized as a perfect example of a particular quality,7
89,ExpProc1,31,NEONATOLOGY,semantic,embryology,dontknow,1068,12345,343,0,The study of the developing fetus before birth,11
89,ExpProc1,32,ANAEROBIC,phonological,anachronism,other,3859,retro,3423,0,Something out of keeping with the time in which it exists,11
89,ExpProc1,33,SWEAT,unrelated,Revere,know,1395,Revere,1602,1,Last name of American revolutionary known for his midnight ride,6
89,ExpProc1,34,GABLE,semantic,Dean,dontknow,456,12345,896,0,Last name of American actor known for his role in Rebel Without A Cause,5
89,ExpProc1,35,O'DONNELL,both,O'Connor,dontknow,1118,12345,497,0,Last name of first female US Supreme Court justice,7
89,ExpProc1,36,INDIVIDUALISM,both,idiosyncrasy,tipoftongue,850,12345,112,0,"A distinctive or peculiar feature or characteristic of an individual, place, or thing",13
89,ExpProc1,37,SALOMON,semantic,Hale,tipoftongue,3050,12345,994,0,Last name of man known for saying I	only	regret	that	I	have	but	one	life	to	give	for	my	country,7
89,ExpProc1,38,CLARIFY,semantic,elucidate,know,1087,clarify,2137,0,To make something clear; explain in detail,9
89,ExpProc1,39,GATE,unrelated,Yellowstone,know,426,Yellowstone,4012,1,National park in which Old Faithful is located,11
89,ExpProc1,40,OTOLARYNGOLOGY,both,ornithology,other,2928,aviary,1716,0,Branch of zoology dealing with birds,14
89,ExpProc1,41,HUNT,unrelated,precocious,other,1820,prodigy,1741,0,Having developed certain abilities or proclivities at an earlier age than usual,10
89,ExpProc1,42,LITERATE,both,loquacious,tipoftongue,1074,12345,125,0,Tending to talk much or freely; chatty,10
89,ExpProc1,43,CLEAT,unrelated,Stockholm,know,1080,Stockholm,7443,1,Capital of Sweden,9
89,ExpProc1,44,BALL,semantic,Garland,dontknow,385,12345,915,0,Last name of actress who played Dorothy in Wizard of Oz,7
89,ExpProc1,45,VEGETATION,semantic,foliage,tipoftongue,1885,12345,492,0,"A cluster of leaves, buds, or branches",10
89,ExpProc1,46,COIN,unrelated,Prague,tipoftongue,2730,12345,717,0,Capital of Czechoslovakia,6
89,ExpProc1,47,SARCASTIC,semantic,facetious,other,2221,sarcastic,2566,0,Treating serious issues with deliberately inappropiate humor,9
89,ExpProc1,48,HUM,unrelated,Thoreau,know,747,Thoreau,2657,1,Last name of American transcendentalist known for Walden and Civil Disobedience,7
89,ExpProc1,49,GROW,unrelated,tsunami,know,632,tsunami,2626,1,The proper name for a tidal	wave,7
89,ExpProc1,50,LINDELL,both,Lindbergh,know,1845,Earhart,5193,0,Last name of first person to fly solo nonstop across Atlantic,8
89,ExpProc1,51,ALCHEMY,phonological,Alcott,dontknow,919,12345,479,0,Last name of author of Little Women,6
89,ExpProc1,52,BIZARRE,semantic,eccentric,tipoftongue,800,12345,709,0,Unconventional and slightly strange; deviating from an established or usual pattern or style,9
89,ExpProc1,53,CLAP,phonological,Clay,know,1680,Clay,1351,1,Original last name of Muhammad Ali,3
89,ExpProc1,54,THIGH,unrelated,Seoul,know,2672,Seoul,1284,1,Capital of South Korea,5
89,ExpProc1,55,CARAVAN,phonological,Caracas,know,1114,Caracas,2093,1,Capital of Venezuela,6
89,ExpProc1,56,BIANNUAL,phonological,binomial,other,1176,equation,2376,0,A mathematical expression consisting of two terms,8
89,ExpProc1,57,WAKE,unrelated,proposition,other,2577,offering,1729,0,Something offered for consideration or acceptance,11
89,ExpProc1,58,HOMER,semantic,Dante,know,1804,Homer,918,0,Italian poet known for writing The	Inferno,5
89,ExpProc1,59,NAMIBIA,both,Nairobi,know,3250,12345,4139,0,Capital of Kenya,6
89,ExpProc1,60,HEAVE,both,hoist,tipoftongue,2700,12345,199,0,To raise into position by means of a pulley,5
89,ExpProc1,61,HYPE,unrelated,panacea,dontknow,3212,12345,781,0,A medicine which can cure any illness,7
89,ExpProc1,62,ABSOLVE,phonological,abstain,tipoftongue,5104,abstain,4801,1,To refrain deliberately and often with an effort of self-denial from an action or practice,7
89,ExpProc1,63,ANDROID,phonological,Andes,know,1159,Andes,1487,1,South America's largest mountain range,6
89,ExpProc1,64,ADVERB,phonological,advocate,know,2220,advocate,1608,1,To plead the cause of another; to support or promote,8
89,ExpProc1,65,ANALYTIC,phonological,anagram,dontknow,1428,12345,402,0,"Word made by changing the order of letters in another word; e.g. plum, lump",8
89,ExpProc1,66,JUMP,unrelated,Ottawa,other,2410,12345,10968,0,Capital of Canada,6
89,ExpProc1,67,BAKLAVA,phonological,Batista,dontknow,3966,12345,231,0,Cuban president overthrown by Castro,6
89,ExpProc1,68,BANISTER,phonological,Bangkok,know,308,Bangkok,2169,1,Capital of Thailand,7
89,ExpProc1,69,CARWASH,phonological,Carver,know,2958,Carver,1649,1,Last name of man credited with inventing peanut butter,6
89,ExpProc1,70,CAVE,unrelated,Shaw,dontknow,1352,12345,1513,0,Last name of Irish author well known for Pygmalion and Man and Superman,4
89,ExpProc1,71,PUPPY,semantic,gosling,other,4018,gosling,3809,1,A young goose,7
89,ExpProc1,72,OPINIONATED,both,obstinate,other,6729,opinionated,4208,0,"Stubbornly refusing to change one's opinion or action, despite reason, arguments, or persuasion",11
89,ExpProc1,73,SHELL,unrelated,recapitulate,other,2167,overview,1589,0,Summarize and state again the main points of something,12
89,ExpProc1,74,WEAK,unrelated,tic,other,2549,twitch,1477,0,"A habitual spastic motion of particular muscles, especially in the face",4
89,ExpProc1,75,AUSTERE,phonological,auspicious,tipoftongue,2259,12345,614,0,Showing or suggesting that future success is likely,10
89,ExpProc1,76,OSLO,semantic,Helsinki,know,1949,Helsinki,2322,1,Capital of Finland,8
89,ExpProc1,77,CASTLE,phonological,Casablanca,know,520,Casablanca,2990,1,Capital of Morocco and famous movie title,9
89,ExpProc1,78,OSBORNE,both,Oswald,know,2103,Oswald,2321,1,Last name of JFK's assassin,6
89,ExpProc1,79,VOLT,unrelated,Skywalker,know,1218,Anakin,3208,0,Last name of Leia's brother and Darth Vader's son in Star Wars,9
89,ExpProc1,80,RWANDA,semantic,Darfur,dontknow,2275,12345,717,0,Region in Sudan where guerilla conflict and possibly genocide began in 2003,6
89,ExpProc1,81,SPLIT,semantic,diverge,know,2014,split,1481,0,To extend in separate directions from a common point; to turn aside or deviate,7
89,ExpProc1,82,OMNISCIENT,both,omnipotent,other,1309,dictatorship,4312,0,Having unlimited power; able to do anything,10
89,ExpProc1,83,BERNSTEIN,semantic,Gershwin,dontknow,1379,12345,188,0,Last name of American composer most known for Rhapsody in Blue and An American in Paris,9
89,ExpProc1,84,NORDERSTEDT,both,Nuremberg,tipoftongue,2561,12345,106,0,German city for which antisemitic laws were named,10
89,ExpProc1,85,ABDOMEN,phonological,abdicate,other,1665,abdicate,4641,1,To formally renounce a throne,8
89,ExpProc1,86,VOWEL,unrelated,Robinson,know,4843,Jackie,1134,0,Last name of first African American Major League Baseball player,8
89,ExpProc1,87,NEUTRALIZE,both,nullify,other,1873,neutralize,2137,0,Make of no use or value; cancel out,10
89,ExpProc1,88,DEVOUT,semantic,fervent,tipoftongue,2410,12345,655,0,Having or displaying a passionate intensity,7
89,ExpProc1,89,LAWN,unrelated,Quayle,know,1451,Cheney,4706,0,Last name of vice president of George H.W. Bush,6
89,ExpProc1,90,COMMENCE,phonological,Clemens,dontknow,1043,12345,583,0,Original last name of Mark Twain,7
89,ExpProc1,91,DEBT,unrelated,taciturn,tipoftongue,2958,12345,313,0,"Saying little, reserved, uncommunicative",8
89,ExpProc1,92,WATCH,unrelated,Sicily,other,1372,Sicily,1261,1,The largest Mediterranean island; the Italian island known for its archaelogical sites and major cities such as Palermo,6
89,ExpProc1,93,CAMELBACK,phonological,chameleon,know,950,chameleon,2149,1,A small lizard with skin that changes color to match its surroundings,9
89,ExpProc1,94,NECK,unrelated,Wayne,tipoftongue,2126,12345,446,0,Last name of Batman's secret identity,5
89,ExpProc1,95,BARK,phonological,barter,know,928,barter,1280,1,To trade by exchanging goods for other goods rather than money,6
89,ExpProc1,96,MONOGAMY,both,monotony,know,501,monotone,1539,0,Tedious sameness of tone or sound,8
89,ExpProc1,97,TROUT,unrelated,prophecy,other,2058,premonition,3419,0,A prediction of what will happen in the future,8
89,ExpProc1,98,INIQUITOUS,both,injudicious,tipoftongue,996,12345,506,0,Showing poor judgment; unwise,11
89,ExpProc1,99,BALL,unrelated,Watson,dontknow,3008,12345,577,0,Last name of Sherlock Holmes' assistant and friend,6
89,ExpProc1,100,HEMATOMA,both,hemorrhage,know,1608,hematoma,1601,0,"The escape of blood from vessels, including internal and external bleeding",10
90,ExpProc2,1,BRUSH,unrelated,instigate,dontknow,13101,12345,4878,0,"To goad or push forward; to incite someone to do something, especially something bad",9
90,ExpProc2,2,SAWYER,semantic,Clemens,tipoftongue,6509,Theodore,10854,0,Original last name of Mark Twain,7
90,ExpProc2,3,DRISCOLL,both,Dean,dontknow,2231,12345,1723,0,Last name of American actor known for his role in Rebel Without A Cause,7
90,ExpProc2,4,PUZZLE,semantic,anagram,other,5640,acronym,3392,0,"Word made by changing the order of letters in another word; e.g. plum, lump",7
90,ExpProc2,5,YESTERDAY,phonological,Yellowstone,know,692,Yellowstone,3348,1,National park in which Old Faithful is located,10
90,ExpProc2,6,STOCKBROKER,phonological,Stockholm,dontknow,1470,12345,1627,0,Capital of Sweden,10
90,ExpProc2,7,CONDONE,semantic,advocate,other,5465,represent,5726,0,To plead the cause of another; to support or promote,8
90,ExpProc2,8,WATTAGE,phonological,Watson,know,1402,watts,2306,0,Last name of Sherlock Holmes' assistant and friend,6
90,ExpProc2,9,FEVERISH,both,fervent,know,2856,passion,2478,0,Having or displaying a passionate intensity,8
90,ExpProc2,10,DELETE,both,deplete,know,1557,deplete,4935,1,To empty of a principal substance; to exhaust the abundance of,7
90,ExpProc2,11,ERRATIC,both,eccentric,know,1296,abnormality,2339,0,Unconventional and slightly strange; deviating from an established or usual pattern or style,9
90,ExpProc2,12,TASSLE,phonological,taciturn,know,1381,quiet,2078,0,"Saying little, reserved, uncommunicative",8
90,ExpProc2,13,LAOS,semantic,Bangkok,dontknow,1165,12345,1277,0,Capital of Thailand,7
90,ExpProc2,14,HAMILTON,both,Hancock,know,7053,Jefferson,3852,0,Last name of first man to sign the Declaration of Independence,7
90,ExpProc2,15,SIZZLE,phonological,Sicily,know,2085,Sicily,2621,1,The largest Mediterranean island; the Italian island known for its archaelogical sites and major cities such as Palermo,5
90,ExpProc2,16,THORNY,phonological,Thoreau,tipoftongue,3079,Henry,2270,0,Last name of American transcendentalist known for Walden and Civil Disobedience,6
90,ExpProc2,17,PARACHUTE,phonological,paragon,other,4337,perfect,1645,0,A person or thing characterized as a perfect example of a particular quality,9
90,ExpProc2,18,TESTIMONIAL,semantic,accolade,other,2961,hug,1244,0,A ceremonial embrace; an award or expression of praise,11
90,ExpProc2,19,GELDING,both,gosling,know,1915,duckling,2225,0,A young goose,7
90,ExpProc2,20,YELLOW,unrelated,interject,dontknow,2186,12345,1439,0,"To say something abruptly, especially as an aside or interruption",9
90,ExpProc2,21,TURMERIC,phonological,tsunami,dontknow,1375,12345,872,0,The proper name for a tidal	wave,8
90,ExpProc2,22,DISCLAIM,both,default,other,1368,subpoena,2145,0,"To fail to act, to pay, or to appear for judgment in court",8
90,ExpProc2,23,KING,unrelated,mince,other,2673,chop,2846,0,To cut or chop food into very small pieces,5
90,ExpProc2,24,PRAWN,phonological,Prague,dontknow,1765,12345,832,0,Capital of Czechoslovakia,5
90,ExpProc2,25,PLAIN,unrelated,nullify,dontknow,2163,12345,833,0,Make of no use or value; cancel out,7
90,ExpProc2,26,REVEREND,phonological,Revere,know,2238,Revere,2361,1,Last name of American revolutionary known for his midnight ride,7
90,ExpProc2,27,FAVORABLE,semantic,auspicious,other,2699,demonstrate,2591,0,Showing or suggesting that future success is likely,10
90,ExpProc2,28,RECALCULATE,phonological,recapitulate,other,3390,restate,2098,0,Summarize and state again the main points of something,12
90,ExpProc2,29,FLUTE,unrelated,obstinate,know,2411,ignorant,1601,0,"Stubbornly refusing to change one's opinion or action, despite reason, arguments, or persuasion",9
90,ExpProc2,30,RABAT,semantic,Casablanca,dontknow,3317,12345,860,0,Capital of Morocco and famous movie title,10
90,ExpProc2,31,ROWLING,semantic,Carroll,dontknow,506,12345,1193,0,Last name of author of Alice in Wonderland,7
90,ExpProc2,32,POLYGON,phonological,polygamy,know,520,polygamy,2742,1,The practice of having more than one spouse at the same time,8
90,ExpProc2,33,LAZY,unrelated,obscure,dontknow,1362,12345,755,0,Not readily understood or clearly expressed,7
90,ExpProc2,34,EQUATION,semantic,binomial,dontknow,1949,12345,1826,0,A mathematical expression consisting of two terms,8
90,ExpProc2,35,GARNER,both,Garland,dontknow,449,12345,1553,0,Last name of actress who played Dorothy in Wizard of Oz,6
90,ExpProc2,36,SLIDE RULE,semantic,abacus,know,1236,slide,1056,0,Instrument for performing calculations by sliding beads along rods or grooves,10
90,ExpProc2,37,FORTUNATE,both,fortuitous,know,1086,fate,1264,0,Happening by a lucky chance or by accident rather than by design,10
90,ExpProc2,38,EDISON,semantic,Carver,know,2121,carver,1401,1,Last name of man credited with inventing peanut butter,6
90,ExpProc2,39,EPIDEMIOLOGY,both,embryology,dontknow,1144,12345,1761,0,The study of the developing fetus before birth,12
90,ExpProc2,40,TRAIN,unrelated,O'Connor,dontknow,776,12345,973,0,Last name of first female US Supreme Court justice,8
90,ExpProc2,41,FINGER,unrelated,idiosyncrasy,know,1206,quirk,1412,0,"A distinctive or peculiar feature or characteristic of an individual, place, or thing",12
90,ExpProc2,42,COMMITMENT,both,covenant,dontknow,2312,12345,1121,0,A promise between God and humans,10
90,ExpProc2,43,HIMALAYAS,semantic,Andes,dontknow,3176,12345,1147,0,South America's largest mountain range,8
90,ExpProc2,44,CUNNINGHAM,both,Cummings,dontknow,1213,12345,715,0,20th century American poet whose trademark was using only lowercase letters,9
90,ExpProc2,45,SOFA,phonological,Seoul,dontknow,1741,12345,673,0,Capital of South Korea,4
90,ExpProc2,46,WAKE,phonological,Wayne,tipoftongue,3490,12345,1187,0,Last name of Batman's secret identity,4
90,ExpProc2,47,CASH,unrelated,Lindbergh,dontknow,2388,12345,1274,0,Last name of first person to fly solo nonstop across Atlantic,9
90,ExpProc2,48,TARIFF,semantic,barter,know,660,barter,1157,1,To trade by exchanging goods for other goods rather than money,6
90,ExpProc2,49,TIP,phonological,tic,know,397,twitch,1519,0,"A habitual spastic motion of particular muscles, especially in the face",3
90,ExpProc2,50,OTTER,phonological,Ottawa,know,305,Quebec,2126,0,Capital of Canada,5
90,ExpProc2,51,CASHEW,unrelated,Oswald,dontknow,422,12345,1472,0,Last name of JFK's assassin,6
90,ExpProc2,52,ILLUMINATE,both,elucidate,other,4100,illuminate,3600,0,To make something clear; explain in detail,10
90,ExpProc2,53,PROFESSOR,phonological,prophecy,know,900,hypothesis,2341,0,A prediction of what will happen in the future,9
90,ExpProc2,54,SKELETON,semantic,carcass,know,1715,carcass,2464,1,"The complete remains of a dead animal, especially at a butcher's",8
90,ExpProc2,55,COMPATIBLE,both,congruent,dontknow,1342,12345,1072,0,Identical in form; coinciding exactly when superimposed,10
90,ExpProc2,56,FOREST,both,foliage,other,1339,forestation,2133,0,"A cluster of leaves, buds, or branches",7
90,ExpProc2,57,REFUSE,semantic,abstain,tipoftongue,3428,restraint,1694,0,To refrain deliberately and often with an effort of self-denial from an action or practice,7
90,ExpProc2,58,HYDE,both,Hale,dontknow,1561,12345,804,0,Last name of man known for saying I only regret that I have but one life to give for my country,3
90,ExpProc2,59,KEY,unrelated,injudicious,tipoftongue,2617,fool,1056,0,Showing poor judgment; unwise,11
90,ExpProc2,60,PRECURSOR,phonological,precocious,know,1025,prodigy,1573,0,Having developed certain abilities or proclivities at an earlier age than usual,10
90,ExpProc2,61,ROBBERY,phonological,Robinson,know,681,Robinson,4914,1,Last name of first African American Major League Baseball player,7
90,ExpProc2,62,FRANCO,semantic,Batista,dontknow,2053,12345,967,0,Cuban president overthrown by Castro,7
90,ExpProc2,63,GERHARDT,both,Gershwin,dontknow,311,12345,700,0,Last name of American composer most known for Rhapsody in Blue and An American in Paris,7
90,ExpProc2,64,SHADE,unrelated,hoist,other,2634,elevate,1584,0,To raise into position by means of a pulley,5
90,ExpProc2,65,STUPEFY,semantic,bewilder,know,3010,confound,1604,0,To cause someone to become perplexed and confused,8
90,ExpProc2,66,ILL,unrelated,herbaceous,other,1583,rose,1289,0,"Term for type of plant without woody or persistent stem, whose leaves and roots are often used for food, medicine, or scent",10
90,ExpProc2,67,GECKO,semantic,chameleon,know,279,chameleon,3077,1,A small lizard with skin that changes color to match its surroundings,9
90,ExpProc2,68,UNCLE,unrelated,libel,know,1173,plagiarize,2085,0,The illegal act of writing untrue things about someone,5
90,ExpProc2,69,ORDINARY,semantic,banal,know,1693,evident,1475,0,Obvious or trite; commonplace,8
90,ExpProc2,70,JELLY,unrelated,monotony,dontknow,1691,12345,769,0,Tedious sameness of tone or sound,8
90,ExpProc2,71,BRONTE,semantic,Alcott,dontknow,182,12345,991,0,Last name of author of Little Women,6
90,ExpProc2,72,RESIGN,semantic,abdicate,other,611,dethrone,1910,0,To formally renounce a throne,8
90,ExpProc2,73,FRIVOLOUS,both,facetious,other,751,belittle,1317,0,Treating serious issues with deliberately inappropiate humor,9
90,ExpProc2,74,SHRIMP,unrelated,omnipotent,dontknow,846,12345,777,0,Having unlimited power; able to do anything,10
90,ExpProc2,75,BUNCH,unrelated,Miller,dontknow,258,12345,521,0,Last name of the author of The Crucible,6
90,ExpProc2,76,QUAKE,phonological,Quayle,tipoftongue,4260,12345,4618,0,Last name of vice president of George H.W. Bush,5
90,ExpProc2,77,CANDLE,unrelated,loquacious,other,1397,talkative,1476,0,Tending to talk much or freely; chatty,10
90,ExpProc2,78,SKYSCRAPER,phonological,Skywalker,know,3686,skywalker,2704,1,Last name of Leia's brother and Darth Vader's son in Star Wars,9
90,ExpProc2,79,HEINOLA,both,Helsinki,dontknow,1029,12345,753,0,Capital of Finland,7
90,ExpProc2,80,MISPLACEMENT,semantic,anachronism,dontknow,1298,12345,766,0,Something out of keeping with the time in which it exists,12
90,ExpProc2,81,BANK,unrelated,ornithology,other,1862,12345,726,0,Branch of zoology dealing with birds,11
90,ExpProc2,82,PANDA,phonological,panacea,dontknow,2885,Tylenol,1978,0,A medicine which can cure any illness,7
90,ExpProc2,83,DIFFER,both,diverge,dontknow,1054,12345,626,0,To extend in separate directions from a common point; to turn aside or deviate,7
90,ExpProc2,84,PLUNGE,unrelated,Mandela,know,1061,Mandala,1737,0,Last name of South African imprisoned for 27 years before becoming president,7
90,ExpProc2,85,DISTRIBUTION,semantic,allocation,dontknow,266,12345,617,0,Portion set aside for a specific purpose or to particular persons or things,12
90,ExpProc2,86,IMAGE,unrelated,Nuremberg,tipoftongue,2522,12345,260,0,German city for which antisemitic laws were named,9
90,ExpProc2,87,PROPOGATE,phonological,proposition,know,1568,propose,1667,0,Something offered for consideration or acceptance,11
90,ExpProc2,88,BUMP,unrelated,Nairobi,dontknow,868,12345,582,0,Capital of Kenya,7
90,ExpProc2,89,WINDOW,unrelated,hemorrhage,other,3584,bleeding,1550,0,"The escape of blood from vessels, including internal and external bleeding",10
90,ExpProc2,90,DONNE,both,Dante,know,1534,Donte,2082,0,Italian poet known for writing The	Inferno,4
90,ExpProc2,91,EPITAPH,both,epithet,other,1572,description,4063,0,An adjective or phrase expressing a quality regarded as characteristic of the person or thing,7
90,ExpProc2,92,MILK,unrelated,ostentatious,dontknow,1235,12345,616,0,Characterized by vulgar or conspicuous display,12
90,ExpProc2,93,DEMONIZE,both,denigrate,dontknow,2789,12345,772,0,To criticize unfairly; to attack the reputation of,9
90,ExpProc2,94,DUBAI,both,Darfur,dontknow,1619,12345,1244,0,Region in Sudan where guerilla conflict and possibly genocide began in 2003,5
90,ExpProc2,95,BOGOTA,semantic,Caracas,dontknow,1090,12345,605,0,Capital of Venezuela,7
90,ExpProc2,96,PRETENDING,phonological,pretentious,other,2533,imposter,1718,0,Attempting to impress by affecting greater importance or talent than is actually possesssed,11
90,ExpProc2,97,DIFFIDENCE,both,deference,dontknow,1231,12345,1029,0,Humble submission and respect,10
90,ExpProc2,98,SHIP,phonological,Shaw,dontknow,317,12345,634,0,Last name of Irish author well known for Pygmalion and Man and Superman,3
90,ExpProc2,99,FRAZIER,semantic,Clay,dontknow,1772,12345,783,0,Original last name of Muhammad Ali,7
90,ExpProc2,100,LEASH,unrelated,meager,dontknow,1292,12345,415,0,"Lacking desirable qualities, as in richness or strength",6
91,ExpProc3,1,BELGRADE,semantic,Prague,other,7595,Belgrade,4368,0,Capital of Czechoslovakia,8
91,ExpProc3,2,CAMOFLAUGE,both,chameleon,tipoftongue,4479,Chameleon,4102,1,A small lizard with skin that changes color to match its surroundings,10
91,ExpProc3,3,HAPPY,unrelated,Gershwin,know,2703,Gershwin,3411,1,Last name of American composer most known for Rhapsody in Blue and An American in Paris,8
91,ExpProc3,4,RECOMMENDATION,semantic,proposition,other,8494,Recommendation,2644,0,Something offered for consideration or acceptance,14
91,ExpProc3,5,BANGALORE,both,Bangkok,other,4298,Bangkok,9911,1,Capital of Thailand,8
91,ExpProc3,6,BEARD,unrelated,gosling,dontknow,14575,Duckling,3614,0,A young goose,7
91,ExpProc3,7,VISION,semantic,prophecy,other,9343,Foreshadow,2264,0,A prediction of what will happen in the future,8
91,ExpProc3,8,IDIOMATIC,phonological,idiosyncrasy,other,10589,noun,1228,0,"A distinctive or peculiar feature or characteristic of an individual, place, or thing",12
91,ExpProc3,9,HURRICANE,semantic,tsunami,other,5070,tsunami,2553,1,The proper name for a tidal	wave,9
91,ExpProc3,10,WRAP,unrelated,default,tipoftongue,5823,Perjury,9408,0,"To fail to act, to pay, or to appear for judgment in court",7
91,ExpProc3,11,NARRATE,phonological,Nairobi,dontknow,4328,12345,1764,0,Capital of Kenya,6
91,ExpProc3,12,OMNIVOROUS,phonological,omnipotent,know,7680,Dictatorial,2050,0,Having unlimited power; able to do anything,10
91,ExpProc3,13,POINT,unrelated,Cummings,other,3393,Frost,3725,0,20th century American poet whose trademark was using only lowercase letters,8
91,ExpProc3,14,ADVANCED,semantic,precocious,know,3681,Prodigy,1715,0,Having developed certain abilities or proclivities at an earlier age than usual,10
91,ExpProc3,15,MANILA,phonological,Mandela,know,775,Nelson,8053,0,Last name of South African imprisoned for 27 years before becoming president,6
91,ExpProc3,16,INJURED,phonological,injudicious,other,10306,Stupid,1283,0,Showing poor judgment; unwise,11
91,ExpProc3,17,WILDE,semantic,Shaw,dontknow,2048,12345,2506,0,Last name of Irish author well known for Pygmalion and Man and Superman,5
91,ExpProc3,18,HOMEOWNER,phonological,hemorrhage,know,3404,Bleed,1496,0,"The escape of blood from vessels, including internal and external bleeding",10
91,ExpProc3,19,AVOID,both,abstain,tipoftongue,6443,12345,0,0,To refrain deliberately and often with an effort of self-denial from an action or practice,7
91,ExpProc3,20,TORONTO,semantic,Ottawa,other,4448,Montreal,3240,0,Capital of Canada,6
91,ExpProc3,21,MEANDER,phonological,meager,other,3885,Incompetent,4919,0,"Lacking desirable qualities, as in richness or strength",7
91,ExpProc3,22,BEFUDDLE,both,bewilder,other,3267,Confusing,2276,0,To cause someone to become perplexed and confused,8
91,ExpProc3,23,KENOBI,semantic,Skywalker,know,606,Skywalker,2201,1,Last name of Leia's brother and Darth Vader's son in Star Wars,9
91,ExpProc3,24,LABEL,phonological,libel,know,1431,Libel,950,1,The illegal act of writing untrue things about someone,5
91,ExpProc3,25,ALGORITHM,both,abacus,know,910,Abacus,2718,1,Instrument for performing calculations by sliding beads along rods or grooves,9
91,ExpProc3,26,CHEW,unrelated,Dean,tipoftongue,3936,Damon,3018,0,Last name of American actor known for his role in Rebel Without A Cause,4
91,ExpProc3,27,OBSTRUCT,phonological,obscure,tipoftongue,3664,Unsure,5250,0,Not readily understood or clearly expressed,8
91,ExpProc3,28,EGG,unrelated,deplete,other,2255,Waste,4882,0,To empty of a principal substance; to exhaust the abundance of,7
91,ExpProc3,29,CRACK,unrelated,epithet,know,3406,Personify,1922,0,An adjective or phrase expressing a quality regarded as characteristic of the person or thing,7
91,ExpProc3,30,MONDALE,semantic,Quayle,other,9232,Biden,2773,0,Last name of vice president of George H.W. Bush,7
91,ExpProc3,31,CORPSE,both,carcass,know,1183,carcass,1838,1,"The complete remains of a dead animal, especially at a butcher's",7
91,ExpProc3,32,RHINO,unrelated,denigrate,know,684,Defamation,4469,0,To criticize unfairly; to attack the reputation of,9
91,ExpProc3,33,HARBINGER,phonological,herbaceous,other,2248,Deciduous,4147,0,"Term for type of plant without woody or persistent stem, whose leaves and roots are often used for food, medicine, or scent",10
